valid_time,pressure_level,latitude,longitude,r
2024-01-01 03:00:00,1000.0,36.75,-5.0,84.18286
2024-01-01 03:00:00,1000.0,36.75,-4.25,83.10571
2024-01-01 03:00:00,1000.0,36.75,-3.5,78.60181
2024-01-01 03:00:00,1000.0,36.75,-2.75,74.95532
2024-01-01 03:00:00,1000.0,36.75,-2.0,68.8147
2024-01-01 03:00:00,1000.0,36.75,-1.25,62.574463
2024-01-01 03:00:00,1000.0,36.75,-0.5,60.198486
2024-01-01 03:00:00,1000.0,36.75,0.25,61.71997
2024-01-01 03:00:00,1000.0,36.75,1.0,62.977783
2024-01-01 03:00:00,1000.0,36.75,1.75,61.32251
2024-01-01 03:00:00,1000.0,36.75,2.5,60.76587
2024-01-01 03:00:00,1000.0,36.75,3.25,64.35278
2024-01-01 03:00:00,1000.0,36.0,-9.5,74.10376
2024-01-01 03:00:00,1000.0,36.0,-8.75,73.28247
2024-01-01 03:00:00,1000.0,36.0,-8.0,73.204346
2024-01-01 03:00:00,1000.0,36.0,-7.25,70.71997
2024-01-01 03:00:00,1000.0,36.0,-6.5,68.801025
2024-01-01 03:00:00,1000.0,36.0,-5.75,74.90845
2024-01-01 03:00:00,1000.0,36.0,-5.0,77.53052
2024-01-01 03:00:00,1000.0,36.0,-4.25,69.24927
2024-01-01 03:00:00,1000.0,36.0,-3.5,63.796143
2024-01-01 03:00:00,1000.0,36.0,-2.75,63.043213
2024-01-01 03:00:00,1000.0,36.0,-2.0,61.080322
2024-01-01 03:00:00,1000.0,36.0,-1.25,61.542236
2024-01-01 03:00:00,1000.0,36.0,-0.5,62.21704
2024-01-01 03:00:00,1000.0,36.0,0.25,62.68579
2024-01-01 03:00:00,1000.0,36.0,1.0,67.54321
2024-01-01 03:00:00,1000.0,36.0,1.75,70.86743
2024-01-01 03:00:00,1000.0,36.0,2.5,70.6311
2024-01-01 03:00:00,1000.0,36.0,3.25,72.951416
2024-01-01 06:00:00,1000.0,43.5,-9.5,80.09883
2024-01-01 06:00:00,1000.0,43.5,-8.75,79.89668
2024-01-01 06:00:00,1000.0,43.5,-8.0,79.01094
2024-01-01 06:00:00,1000.0,43.5,-7.25,77.038284
2024-01-01 06:00:00,1000.0,43.5,-6.5,76.09981
2024-01-01 06:00:00,1000.0,43.5,-5.75,76.48457
2024-01-01 06:00:00,1000.0,43.5,-5.0,76.785355
2024-01-01 06:00:00,1000.0,43.5,-4.25,76.47481
2024-01-01 06:00:00,1000.0,43.5,-3.5,75.35176
2024-01-01 06:00:00,1000.0,43.5,-2.75,75.33125
2024-01-01 06:00:00,1000.0,43.5,-2.0,77.48164
2024-01-01 06:00:00,1000.0,43.5,-1.25,79.714066
2024-01-01 06:00:00,1000.0,43.5,-0.5,81.61055
2024-01-01 06:00:00,1000.0,43.5,0.25,82.55391
2024-01-01 06:00:00,1000.0,43.5,1.0,82.83809
2024-01-01 06:00:00,1000.0,43.5,1.75,86.20625
2024-01-01 06:00:00,1000.0,43.5,2.5,88.160355
2024-01-01 06:00:00,1000.0,43.5,3.25,81.71309
2024-01-01 06:00:00,1000.0,42.75,-9.5,79.18379
2024-01-01 06:00:00,1000.0,42.75,-8.75,81.77852
2024-01-01 06:00:00,1000.0,42.75,-8.0,87.9377
2024-01-01 06:00:00,1000.0,42.75,-7.25,91.13399
2024-01-01 06:00:00,1000.0,42.75,-6.5,91.34102
2024-01-01 06:00:00,1000.0,42.75,-5.75,92.11836
2024-01-01 06:00:00,1000.0,42.75,-5.0,92.648636
2024-01-01 06:00:00,1000.0,42.75,-4.25,92.257034
2024-01-01 06:00:00,1000.0,42.75,-3.5,90.94942
2024-01-01 06:00:00,1000.0,42.75,-2.75,89.69942
2024-01-01 06:00:00,1000.0,42.75,-2.0,90.0793
2024-01-01 06:00:00,1000.0,42.75,-1.25,90.89668
2024-01-01 06:00:00,1000.0,42.75,-0.5,91.441605
2024-01-01 06:00:00,1000.0,42.75,0.25,91.14766
2024-01-01 06:00:00,1000.0,42.75,1.0,89.91817
2024-01-01 06:00:00,1000.0,42.75,1.75,89.82051
2024-01-01 06:00:00,1000.0,42.75,2.5,86.191605
2024-01-01 06:00:00,1000.0,42.75,3.25,76.319534
2024-01-01 06:00:00,1000.0,42.0,-9.5,76.96504
2024-01-01 06:00:00,1000.0,42.0,-8.75,80.50215
2024-01-01 06:00:00,1000.0,42.0,-8.0,90.523636
2024-01-01 06:00:00,1000.0,42.0,-7.25,94.83516
2024-01-01 06:00:00,1000.0,42.0,-6.5,92.682816
2024-01-01 06:00:00,1000.0,42.0,-5.75,91.70039
2024-01-01 06:00:00,1000.0,42.0,-5.0,91.38692
